Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Ensembl Canonical	Gene name	Source of gene name	Gene % GC content	Gene type	GO term accession	GO term name	CDD ID	HGNC ID	NCBI gene (formerly Entrezgene) ID
ENSG00000198961	praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]	5	109334713	109409974		PJA2	HGNC Symbol	37.65	protein_coding	GO:0043030	regulation of macrophage activation	cd16465	HGNC:17481	9867
ENSG00000278567	C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]	HSCHR17_10_CTG4	42353	44266	1	CCL3	HGNC Symbol	52.19	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10627	6348
ENSG00000278567	C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]	HSCHR17_10_CTG4	42353	44266	1	CCL3	HGNC Symbol	52.19	protein_coding	GO:0048246	macrophage chemotaxis	cd00272	HGNC:10627	6348
ENSG00000278567	C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]	HSCHR17_10_CTG4	42353	44266	1	CCL3	HGNC Symbol	52.19	protein_coding	GO:1903980	positive regulation of microglial cell activation	cd00272	HGNC:10627	6348
ENSG00000278567	C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]	HSCHR17_10_CTG4	42353	44266	1	CCL3	HGNC Symbol	52.19	protein_coding	GO:1904141	positive regulation of microglial cell migration	cd00272	HGNC:10627	6348
ENSG00000277943	C-C motif chemokine ligand 4 [Source:HGNC Symbol;Acc:HGNC:10630]	HSCHR17_10_CTG4	57924	59718	1	CCL4	HGNC Symbol	48.52	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10630	6351
ENSG00000006210	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	57372477	57385044	1	CX3CL1	HGNC Symbol	53.75	protein_coding	GO:0001774	microglial cell activation	cd00274	HGNC:10647	6376
ENSG00000006210	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	57372477	57385044	1	CX3CL1	HGNC Symbol	53.75	protein_coding	GO:1903979	negative regulation of microglial cell activation	cd00274	HGNC:10647	6376
ENSG00000006210	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	57372477	57385044	1	CX3CL1	HGNC Symbol	53.75	protein_coding	GO:1904141	positive regulation of microglial cell migration	cd00274	HGNC:10647	6376
ENSG00000006210	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	57372477	57385044	1	CX3CL1	HGNC Symbol	53.75	protein_coding	GO:0061518	microglial cell proliferation	cd00274	HGNC:10647	6376
ENSG00000145794	multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]	5	127290796	127465737	1	MEGF10	HGNC Symbol	38.94	protein_coding	GO:0005044	scavenger receptor activity	cd00055	HGNC:29634	84466
ENSG00000145794	multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]	5	127290796	127465737		MEGF10	HGNC Symbol	38.94	protein_coding	GO:0005044	scavenger receptor activity	cd00055	HGNC:29634	84466
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	1	CSF2	HGNC Symbol	55.5	protein_coding	GO:0005129	granulocyte macrophage colony-stimulating factor receptor binding	cd00040	HGNC:2434	1437
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	1	CSF2	HGNC Symbol	55.5	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation	cd00040	HGNC:2434	1437
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	1	CSF2	HGNC Symbol	55.5	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	cd00040	HGNC:2434	1437
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	1	CSF2	HGNC Symbol	55.5	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	cd00040	HGNC:2434	1437
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	1	CSF2	HGNC Symbol	55.5	protein_coding	GO:0030225	macrophage differentiation	cd00040	HGNC:2434	1437
ENSG00000164400	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]	5	132073789	132076170	1	CSF2	HGNC Symbol	55.5	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd00040	HGNC:2434	1437
ENSG00000107874	CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]	10	102423245	102432584	1	CUEDC2	HGNC Symbol	52.83	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd14367	HGNC:28352	79004
ENSG00000119699	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	14	75958097	75983011	1	TGFB3	HGNC Symbol	49	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd19386	HGNC:11769	7043
ENSG00000119699	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	14	75958097	75983011		TGFB3	HGNC Symbol	49	protein_coding	GO:0010936	negative regulation of macrophage cytokine production	cd19386	HGNC:11769	7043
ENSG00000119699	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	14	75958097	75983011		TGFB3	HGNC Symbol	49	protein_coding	GO:0010936	negative regulation of macrophage cytokine production		HGNC:11769	7043
ENSG00000154229	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	17	66302613	66810743	1	PRKCA	HGNC Symbol	43.87	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd20836	HGNC:9393	5578
ENSG00000154229	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	17	66302613	66810743	1	PRKCA	HGNC Symbol	43.87	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd04026	HGNC:9393	5578
ENSG00000154229	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	17	66302613	66810743	1	PRKCA	HGNC Symbol	43.87	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd20833	HGNC:9393	5578
ENSG00000154229	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]	17	66302613	66810743	1	PRKCA	HGNC Symbol	43.87	protein_coding	GO:0045651	positive regulation of macrophage differentiation	cd05615	HGNC:9393	5578
ENSG00000276155	microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]	HSCHR17_1_CTG5	760287	893653		MAPT	HGNC Symbol	49.78	protein_coding	GO:0001774	microglial cell activation		HGNC:6893	4137
ENSG00000276336	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	HSCHR17_1_CTG2	63886	75775	1	SCARF1	HGNC Symbol	58.07	protein_coding	GO:0005044	scavenger receptor activity		HGNC:16820	8578
ENSG00000276336	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	HSCHR17_1_CTG2	63886	75775		SCARF1	HGNC Symbol	58.07	protein_coding	GO:0005044	scavenger receptor activity		HGNC:16820	8578
ENSG00000154265	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	17	69244311	69327244	1	ABCA5	HGNC Symbol	34.61	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd03263	HGNC:35	23461
ENSG00000154265	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	17	69244311	69327244		ABCA5	HGNC Symbol	34.61	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd03263	HGNC:35	23461
ENSG00000107175	cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]	9	35732598	35736999	1	CREB3	HGNC Symbol	48.05	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd14689	HGNC:2347	10488
ENSG00000240972	macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]	22	23894383	23895227	1	MIF	HGNC Symbol	69.82	protein_coding	GO:0043030	regulation of macrophage activation		HGNC:7097	4282
ENSG00000240972	macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]	22	23894383	23895227	1	MIF	HGNC Symbol	69.82	protein_coding	GO:0010760	negative regulation of macrophage chemotaxis		HGNC:7097	4282
ENSG00000135218	CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]	7	80369575	80679277		CD36	HGNC Symbol	36.03	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:1663	948
ENSG00000135218	CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]	7	80369575	80679277		CD36	HGNC Symbol	36.03	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1663	948
ENSG00000135218	CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]	7	80369575	80679277	1	CD36	HGNC Symbol	36.03	protein_coding	GO:0070892	lipoteichoic acid immune receptor activity		HGNC:1663	948
ENSG00000135218	CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]	7	80369575	80679277	1	CD36	HGNC Symbol	36.03	protein_coding	GO:0010744	positive regulation of macrophage derived foam cell differentiation		HGNC:1663	948
ENSG00000135218	CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]	7	80369575	80679277	1	CD36	HGNC Symbol	36.03	protein_coding	GO:0060907	positive regulation of macrophage cytokine production		HGNC:1663	948
ENSG00000135218	CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]	7	80369575	80679277	1	CD36	HGNC Symbol	36.03	protein_coding	GO:0005044	scavenger receptor activity		HGNC:1663	948
ENSG00000160179	ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]	21	42199689	42304389		ABCG1	HGNC Symbol	50.83	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd03213	HGNC:73	9619
ENSG00000160179	ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]	21	42199689	42304389	1	ABCG1	HGNC Symbol	50.83	protein_coding	GO:0010745	negative regulation of macrophage derived foam cell differentiation	cd03213	HGNC:73	9619
ENSG00000167780	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178]	12	53103486	53124535	1	SOAT2	HGNC Symbol	47.72	protein_coding	GO:0010742	macrophage derived foam cell differentiation		HGNC:11178	8435
ENSG00000167780	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178]	12	53103486	53124535		SOAT2	HGNC Symbol	47.72	protein_coding	GO:0010742	macrophage derived foam cell differentiation		HGNC:11178	8435
ENSG00000005059	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	4	109560209	109688719	1	MCUB	HGNC Symbol	41.01	protein_coding	GO:0043030	regulation of macrophage activation		HGNC:26076	55013
ENSG00000161031	peptidoglycan recognition protein 2 [Source:HGNC Symbol;Acc:HGNC:30013]	19	15468645	15498956		PGLYRP2	HGNC Symbol	48.04	protein_coding	GO:0016019	peptidoglycan immune receptor activity	cd06583	HGNC:30013	114770
ENSG00000161031	peptidoglycan recognition protein 2 [Source:HGNC Symbol;Acc:HGNC:30013]	19	15468645	15498956	1	PGLYRP2	HGNC Symbol	48.04	protein_coding	GO:0016019	peptidoglycan immune receptor activity	cd06583	HGNC:30013	114770
ENSG00000171132	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	2	45651345	46187990	1	PRKCE	HGNC Symbol	44.43	protein_coding	GO:0002281	macrophage activation involved in immune response	cd20838	HGNC:9401	5581
ENSG00000171132	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	2	45651345	46187990	1	PRKCE	HGNC Symbol	44.43	protein_coding	GO:0002281	macrophage activation involved in immune response	cd20835	HGNC:9401	5581
ENSG00000171132	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	2	45651345	46187990	1	PRKCE	HGNC Symbol	44.43	protein_coding	GO:0002281	macrophage activation involved in immune response	cd05591	HGNC:9401	5581
ENSG00000171132	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	2	45651345	46187990	1	PRKCE	HGNC Symbol	44.43	protein_coding	GO:0002281	macrophage activation involved in immune response	cd04014	HGNC:9401	5581
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905517	macrophage migration	cd00160	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905522	negative regulation of macrophage migration	cd00160	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905517	macrophage migration	cd04387	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905522	negative regulation of macrophage migration	cd04387	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905517	macrophage migration	cd13367	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905522	negative regulation of macrophage migration	cd13367	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905517	macrophage migration	cd08686	HGNC:1014	613
ENSG00000186716	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22	23179704	23318037	1	BCR	HGNC Symbol	53.07	protein_coding	GO:1905522	negative regulation of macrophage migration	cd08686	HGNC:1014	613
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0001774	microglial cell activation	cd13333	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	cd13333	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	cd13333	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0001774	microglial cell activation	cd14205	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	cd14205	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	cd14205	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0001774	microglial cell activation	cd10379	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	cd10379	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	cd10379	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0001774	microglial cell activation	cd14473	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	cd14473	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	cd14473	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0001774	microglial cell activation	cd05078	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0038157	granulocyte-macrophage colony-stimulating factor signaling pathway	cd05078	HGNC:6192	3717
ENSG00000096968	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]	9	4984390	5129948	1	JAK2	HGNC Symbol	37.57	protein_coding	GO:0030526	granulocyte macrophage colony-stimulating factor receptor complex	cd05078	HGNC:6192	3717
ENSG00000198833	ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]	6	89326625	89352722	1	UBE2J1	HGNC Symbol	39.93	protein_coding	GO:0010935	regulation of macrophage cytokine production	cd00195	HGNC:17598	51465
ENSG00000118113	matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175]	11	102711796	102727050	1	MMP8	HGNC Symbol	39.04	protein_coding	GO:1903980	positive regulation of microglial cell activation	cd04278	HGNC:7175	4317
ENSG00000118113	matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175]	11	102711796	102727050	1	MMP8	HGNC Symbol	39.04	protein_coding	GO:1903980	positive regulation of microglial cell activation	cd00094	HGNC:7175	4317
ENSG00000277956	microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]	HSCHR17_2_CTG5	596513	730446		MAPT	HGNC Symbol	49.74	protein_coding	GO:0001774	microglial cell activation		HGNC:6893	4137
ENSG00000149635	osteoclast stimulatory transmembrane protein [Source:HGNC Symbol;Acc:HGNC:16116]	20	46540946	46550654	1	OCSTAMP	HGNC Symbol	48.21	protein_coding	GO:0034241	positive regulation of macrophage fusion		HGNC:16116	128506
ENSG00000276114	C-C motif chemokine ligand 23 [Source:HGNC Symbol;Acc:HGNC:10622]	HSCHR17_7_CTG4	247624	252533		CCL23	HGNC Symbol	41.43	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10622	6368
ENSG00000276114	C-C motif chemokine ligand 23 [Source:HGNC Symbol;Acc:HGNC:10622]	HSCHR17_7_CTG4	247624	252533	1	CCL23	HGNC Symbol	41.43	protein_coding	GO:0031726	CCR1 chemokine receptor binding	cd00272	HGNC:10622	6368
ENSG00000109072	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	17	28367284	28373091	1	VTN	HGNC Symbol	59.64	protein_coding	GO:0005044	scavenger receptor activity	cd00094	HGNC:12724	7448
ENSG00000109072	vitronectin [Source:HGNC Symbol;Acc:HGNC:12724]	17	28367284	28373091		VTN	HGNC Symbol	59.64	protein_coding	GO:0005044	scavenger receptor activity		HGNC:12724	7448
ENSG00000103490	PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]	16	31201486	31203450	1	PYCARD	HGNC Symbol	61.88	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd08321	HGNC:16608	29108
ENSG00000103490	PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]	16	31201486	31203450	1	PYCARD	HGNC Symbol	61.88	protein_coding	GO:0060907	positive regulation of macrophage cytokine production	cd08330	HGNC:16608	29108
ENSG00000174600	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	12	108288044	108339317		CMKLR1	HGNC Symbol	49.34	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd15116	HGNC:2121	1240
ENSG00000174600	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	12	108288044	108339317	1	CMKLR1	HGNC Symbol	49.34	protein_coding	GO:0010759	positive regulation of macrophage chemotaxis	cd15116	HGNC:2121	1240
ENSG00000133661	surfactant protein D [Source:HGNC Symbol;Acc:HGNC:10803]	10	79937467	79982614	1	SFTPD	HGNC Symbol	44.62	protein_coding	GO:0048246	macrophage chemotaxis	cd03591	HGNC:10803	6441
ENSG00000275269	Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	151615	167839	1	FCAR	HGNC Symbol	47.88	protein_coding	GO:0097011	cellular response to granulocyte macrophage colony-stimulating factor stimulus	cd05711	HGNC:3608	2204
