Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Scaffold N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Type Material Display Text	CheckM marker set	CheckM completeness	CheckM contamination
GCF_030273125.1	C.striata_1.0	Centropristis striata	184440					Rhode Island	RG_2023a		GCF_030273125.1-RS_2023_08	926021963	24	Chromosome	2023-06-20	JASAOH01	9508883	39023748	92	0.99505496	0.98791206	0.007142857	0.0016483517	0.0032967033	actinopterygii_odb10	PacBio CCS; Illumina NovaSeq	Northeastern University	PRJNA900280	SAMN31685414	35338	24680	963				
GCF_033458585.1	RoL_Styp_1.0	Syngnathus typhle	161592					Sweden	RoL2023-S1	male	GCF_033458585.1-RS_2023_12	435284570	22	Chromosome	2023-11-13	JAWIVE01	9083732	14905450	495	0.9760989	0.9483516	0.027747253	0.0054945056	0.018406594	actinopterygii_odb10	Pacbio Hi-Fi; Phase Genomics HiC	University of Idaho at Moscow	PRJNA851781	SAMN36673858	28904	20226	471				
GCF_020745735.1	sHemOce1.pat.X.cur.	Hemiscyllium ocellatum	170820						sHemOce1	male	GCF_020745735.1-RS_2023_11	3983466396	54	Chromosome	2021-11-05	JAJGRY01	8845575	83580160	1962	0.9794276	0.95348835	0.025939178	0.0053667263	0.015205724	vertebrata_odb10	PacBio Sequel II CLR; Illumina NovaSeq; Bionano Genomics DLS; Arima Genomics Hi-C v1	Vertebrate Genomes Project	PRJNA774310	SAMN22550098	31963	19215	1103				
GCF_030490865.1	bPoeAtr1.hap1	Poecile atricapillus	48891						bPoeAtr1	female	GCF_030490865.1-RS_2023_08	1251116877	41	Chromosome	2023-07-18	JAUKOI01	8462732	107919339	306	0.99133164	0.93102175	0.06030985	0.001752121	0.006916267	passeriformes_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA972429	SAMN35074507	20627	17743	265				
GCF_009769625.2	bCygOlo1.pri.v2	Cygnus olor	8869						bCygOlo1	male	NCBI Cygnus olor Annotation Release 100	1134169903	36	Chromosome	2021-03-31	WNMI02	8308965	81481363	170	0.98572797	0.98189014	0.0038378509	0.003717918	0.01055409	aves_odb10	PacBio Sequel 1 CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561960	SAMN12621369	23209	16150	103				
GCF_900324485.2	fMasArm1.2	Mastacembelus armatus	205130								NCBI Mastacembelus armatus Annotation Release 101	591935101	24	Chromosome	2019-03-16	OOHQ02	8014513	25090313	122	0.9914835	0.9848901	0.0065934067	0.0019230769	0.0065934067	actinopterygii_odb10		SC	PRJEB25769	SAMEA104026378	25164	22267	359				
GCF_009764565.3	rDerCor1.pri.v4	Dermochelys coriacea	27794						rDerCor1	male	NCBI Dermochelys coriacea Annotation Release 101	2164762090	28	Chromosome	2021-08-25	WSPL04	7029801	137568771	40	0.9820856	0.97179145	0.010294118	0.0052139037	0.012700534	sauropsida_odb10	PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	G10K	PRJNA561993	SAMN12629498	27589	18775	740				
GCF_004126475.2	mPhyDis1.pri.v3	Phyllostomus discolor	89673						MPI-MPIP mPhyDis1	male	NCBI Phyllostomus discolor Annotation Release 101	2108832841	17	Chromosome	2020-05-12	RXPA02	6892556	171742863	77	0.97997385	0.9691025	0.010871342	0.005476541	0.014549616	laurasiatheria_odb10	PacBio Sequel; 10X Genomics linked reads; Bioanano Genomics 2 enzyme; Arima Genomics HiC	Vertebrate Genomes Project	PRJNA489141	SAMN09948786	31980	19754	5208				
GCF_009873245.2	mBalMus1.pri.v3	Balaenoptera musculus	9771						JJ_BM4_2016_0621	male	NCBI Balaenoptera musculus Annotation Release 100	2374852541	23	Chromosome	2020-10-02	VNFC03	6315640	110314666	105	0.98267716	0.9529059	0.029771278	0.004649419	0.012673416	cetartiodactyla_odb10	PacBio Sequel I; Illumina NovaSeq; 10X Genomics chromium; Dovetail Genomics HiC	G10K	PRJNA554522	SAMN12287136	27194	19686	2934				
GCF_016859285.1	ASM1685928v1	Xiphias gladius	8245		wild			Sanya	SHS-SW01	male	NCBI Xiphias gladius Annotation Release 100	691763775	24	Chromosome	2021-02-12	JADGDB01	5252707	29220096	1481	0.99285716	0.989011	0.0038461538	0.0038461538	0.0032967033	actinopterygii_odb10	Oxford Nanopore GridION; Illumina HiSeq; Illumina	Institute of Deep-Sea Science and Engineering, Chinese Academy of Sciences	PRJNA670841	SAMN16522248	24723	21362	401				
GCF_024679245.1	ASM2467924v1	Pseudorasbora parva	51549						DD20220531a		GCF_024679245.1-RS_2024_08	1228852188	25	Chromosome	2022-08-16	JANLNJ01	4648668	47421265	80	0.9912088	0.97472525	0.016483517	0.0038461538	0.004945055	actinopterygii_odb10	PacBio Sequel; Illumina NovaSeq	The Max Planck Institute of Molecular Cell Biology and Genetics	PRJNA843929	SAMN28772710	56731	26297	859				
GCF_963921805.1	bPhaCar2.1	Phalacrocorax carbo	9209								GCF_963921805.1-RS_2024_04	1283623959	36	Chromosome	2024-02-09	CAWUGV01	4631399	84621172	350	0.9917246	0.98512834	0.006596306	0.0020388581	0.0062365076	aves_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB71801	SAMEA8228692	20814	16906	158				
GCF_009769535.1	rThaEle1.pri	Thamnophis elegans	35005						rThaEle1	female	NCBI Thamnophis elegans Annotation Release 100	1672190305	18	Chromosome	2019-12-23	WNNA01	4620601	100851885	365	0.93997324	0.90588236	0.03409091	0.008957219	0.05106952	sauropsida_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561996	SAMN12629499	21688	18900	603				
GCF_011100635.1	mTriVul1.pri	Trichosurus vulpecula	9337						mTriVul1	male	NCBI Trichosurus vulpecula Annotation Release 100	3359330516	10	Chromosome	2020-03-10	JAANDE01	4314688	442560073	211	0.9683503	0.9262953	0.042055063	0.00650336	0.025146326	mammalia_odb10	PacBio Sequel; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA562014	SAMN12629507	31401	22532	6798				
GCF_963924245.1	bChrRid1.1	Chroicocephalus ridibundus	1192867								GCF_963924245.1-RS_2024_02	1417554307	33	Chromosome	2024-01-20	CAWUPF01	4003687	83755488	728	0.9919645	0.98956585	0.0023986567	0.0015591269	0.0064763734	aves_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB71951	SAMEA112468038	19454	16778	148				
GCF_905171765.1	aBufBuf1.1	Bufo bufo	8384								NCBI Bufo bufo Annotation Release 100	5044744194	11	Chromosome	2021-01-28	CAJIMN01	3959750	635713434	1306	0.95254236	0.9318268	0.020715632	0.0071563087	0.04030132	tetrapoda_odb10		Wellcome Sanger Institute	PRJEB42168	SAMEA7521636	32600	21517	2267				
GCF_949987515.2	mDelDel1.2	Delphinus delphis	9728								GCF_949987515.2-RS_2024_10	2663516986	23	Chromosome	2024-09-07	CATLKE02	3627551	107080983	630	0.9791526	0.9711286	0.008023997	0.0073490813	0.013498313	cetartiodactyla_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB61571	SAMEA111380534	27112	18393	3824				
GCF_009829125.3	fPerMag1.2.pri	Periophthalmus magnuspinnatus	409849						fPerMag1	female	GCF_009829125.3-RS_2023_04	752605561	24	Chromosome	2023-03-21	WNMA01	2301275	32865169	122	0.98653847	0.97335166	0.013186813	0.0019230769	0.011538462	actinopterygii_odb10	PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561998	SAMN12629500	24362	21848	260				
GCF_963691925.1	fScoSco1.1	Scomber scombrus	13677								GCF_963691925.1-RS_2024_01	764141294	24	Chromosome	2023-12-07	CAVNVM01	1496448	31095048	665	0.98818684	0.9804945	0.0076923077	0.004945055	0.006868132	actinopterygii_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB70589	SAMEA110450232	30420	22929	379				
GCF_034702125.1	IST_EnEncr_1.0	Engraulis encrasicolus	184585						BLACKSEA-1	female	GCF_034702125.1-RS_2024_02	1435183673	24	Chromosome	2023-12-28	JAXBCX01	1448200	56351229	1921	0.9662088	0.94093406	0.025274726	0.0052197804	0.028571429	actinopterygii_odb10	PacBio Sequel; Illumina HiSeq; DNBSEQ-G400	Istanbul University	PRJNA1026044	SAMN37732789	35487	27663	538				
GCF_017589495.1	AALO_Geno_1.1	Alosa alosa	278164					Scorff River	M-15738	male	NCBI Alosa alosa Annotation Release 100	854447983	24	Chromosome	2021-03-30	JADWDJ01	1188980	35353468	1094	0.95	0.9315934	0.018406594	0.008516484	0.041483518	actinopterygii_odb10	Oxford Nanopore MinION; Oxford Nanopore GridION; Oxford Nanopore PromethION; Illumina HiSeq	GenoFish	PRJNA668689	SAMN16418510	28608	23478	769				
GCF_950295315.1	mEriEur2.1	Erinaceus europaeus	9365								GCF_950295315.1-RS_2023_10	2720683831	24	Chromosome	2023-05-01	CATNUA01	999919	126757761	1174	0.96035635	0.9448259	0.015530488	0.013078307	0.02656531	laurasiatheria_odb10	PacBio,Arima2	WELLCOME SANGER INSTITUTE	PRJEB61758	SAMEA13207416	31885	20879	3380				
GCF_004329235.1	PodMur_1.0	Podarcis muralis	64176					yellow		male	NCBI Podarcis muralis Annotation Release 100	1511002858	19	Chromosome	2019-03-07	SIRZ01	714612	92398148	2160	0.963369	0.9352941	0.028074866	0.007486631	0.029144386	sauropsida_odb10	PacBio; HiSeq; Chicago; HiC	CIBIO-InBIO	PRJNA515813	SAMN10820182	26732	21258	1146				
GCF_038355195.1	fOsmMor3.pri	Osmerus mordax	8014						fOsmMor3	male	GCF_038355195.1-RS_2024_08	497673479	28	Chromosome	2024-04-17	JBBWVG01	607895	18699972	365	0.97032964	0.9478022	0.022527473	0.00989011	0.01978022	actinopterygii_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2; Illumina NovaSeq	Vertebrate Genomes Project	PRJNA1098708	SAMN40867348	35948	22685	932				
GCF_000247815.1	FicAlb1.5	Ficedula albicollis	59894						OC2	male	NCBI Ficedula albicollis Annotation Release 101	1118326800	33	Chromosome	2013-06-27	AGTO02	410964	6542656	21835	0.98819625	0.9857064	0.0024898562	0.0039653266	0.007838436	passeriformes_odb10	Illumina GAII; Illumina HiSeq	Uppsala University	PRJNA75089	SAMN02981387	16880	15400	82				
GCF_023721935.1	Puncia_PCG_1.0	Panthera uncia	29064						11264	female	GCF_023721935.1-RS_2023_02	2433972596	19	Chromosome	2022-06-16	JAJAOB01	179517	112063229	2635	0.96855605	0.946697	0.021859054	0.010067577	0.021376362	carnivora_odb10	Illumina HiSeq	Stanford University	PRJNA602938	SAMN13911153	31171	20201	3696				
GCF_006386435.1	YSFRI_EMoa_1.0	Epinephelus moara	300413						mb		GCF_006386435.1-RS_2023_02	1030460988	24	Chromosome	2019-06-26	VBVV01	76174	43431032	4562	0.99230766	0.9851648	0.007142857	0.0041208793	0.0035714286	actinopterygii_odb10	BGISEQ500	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	PRJNA543191	SAMN11657372	26752	23735	353				
GCF_006229205.1	meerkat_22Aug2017_6uvM2_HiC	Suricata suricatta	37032						VVHF042		NCBI Suricata suricatta Annotation Release 100	2353578744	18	Chromosome	2019-07-03	VCRZ01	75409	141453419	63791	0.95538545	0.94724864	0.008136809	0.010136533	0.034478	carnivora_odb10	Illumina HiSeq; Illumina X10	DNA Zoo	PRJNA540846	SAMN11840572	35499	19608	4794				
GCF_021292245.1	ASM2129224v1	Micropterus dolomieu	147949					Adirondacks	WLL.071019.BEF.003		NCBI Micropterus dolomieu Annotation Release 100	829570727	23	Chromosome	2022-01-11	JAJNER01	46775	34173225	15019	0.9793956	0.9706044	0.008791209	0.014010989	0.0065934067	actinopterygii_odb10	Illumina HiSeq	Cornell University	PRJNA777359	SAMN22851699	31328	24663	486				
GCF_015220805.1	bPogPus1.pri	Pogoniulus pusillus	488313						bPogPus1	female	GCF_015220805.1-RS_2024_03	1272338968	46	Chromosome	2020-11-03	JADCQK01	16792259	33994490	252	0.9809307	0.9770928	0.0038378509	0.0034780523	0.015591268	aves_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA637953	SAMN15098508	20096	15465	117				
GCF_023053635.1	rElgMul1.1.pri	Elgaria multicarinata webbii	159646					San Diego	HBS135686		GCF_023053635.1-RS_2024_02	1790500004	23	Chromosome	2024-01-04	JALIGS02	85762895	121985326	34	0.9820856	0.96590906	0.016176471	0.0021390375	0.015775401	sauropsida_odb10	Illumina NovaSeq 6000; PacBio Sequel II; Dovetail OmniC	UCLA	PRJNA810483	SAMN25872353	21748	19563	730				
GCF_027887155.1	rMalTer1.hap1	Malaclemys terrapin pileata	2991368						rMalTer1	male	GCF_027887155.1-RS_2023_03	2211221380	25	Chromosome	2023-01-18	JAQIHI01	75591180	144565223	76	0.9914439	0.97967917	0.011764706	0.001737968	0.006818182	sauropsida_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA895896	SAMN31394215	26235	20938	933				
GCF_020826845.1	mDicBic1.mat.cur	Diceros bicornis minor	77932						mBicDic1	female	GCF_020826845.1-RS_2023_07	3005519209	42	Chromosome	2021-11-10	JAJIAY01	28468213	65026825	1075	0.9910904	0.9838156	0.007274808	0.0038417524	0.005067844	laurasiatheria_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Illumina HiSeq; Arima Genomics Hi-C v2	Vertebrate Genomes Project	PRJNA773944	SAMN22047685	30368	21434	3351				
GCF_000738735.6	ASM73873v6	Corvus cornix cornix	932674						S_Up_H32	male	NCBI Corvus cornix cornix Annotation Release 104	1030864775	29	Chromosome	2022-04-01	JPSR04	8553235	73732264	46							PacBio; Hi-C	Uppsala University	PRJNA192205	SAMN02143031	17944	14435	68				
GCF_015832195.1	Motacilla_alba_V1.0_pri	Motacilla alba alba	1094192						MOTALB_02	male	NCBI Motacilla alba alba Annotation Release 100	1072653902	31	Chromosome	2020-12-08	JACXWE01	8515530	72386170	618	0.9798967	0.9750092	0.004887495	0.00267429	0.017428992	passeriformes_odb10	PacBio Sequel II HiFi	Uppsala University	PRJNA662706	SAMN16093224	18047	15594	85				
GCF_028017835.1	rEmyOrb1.hap1	Emys orbicularis	82168						rEmyOrb1	male	GCF_028017835.1-RS_2024_05	2309740635	25	Chromosome	2023-01-30	JAQMCU01	91255289	146456333	106	0.99278075	0.98114973	0.011631016	0.0014705883	0.005748663	sauropsida_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA919152	SAMN31805221	22788	19783	1098				
GCF_030435805.1	mMusLut2.pri	Mustela lutreola	9666						mMusLut2	male	GCF_030435805.1-RS_2023_08	2586268927	20	Chromosome	2023-07-13	JAUCGO01	83356672	154078643	25	0.98772585	0.9659357	0.021790098	0.0019997242	0.010274445	carnivora_odb10	PacBio Sequel II HiFi; Dovetail OmniC	Vertebrate Genomes Project	PRJNA984926	SAMN35784236	33402	20701	4328				
GCF_033118175.1	ASM3311817v1	Dama dama	30532						Ldn47	male	GCF_033118175.1-RS_2023_11	3104280228	35	Chromosome	2023-11-02	JASJUW01	68791581	77069784	284	0.9901012	0.9584552	0.031646043	0.0023247094	0.007574053	cetartiodactyla_odb10	PacBio Sequel	University of Central Lancashire	PRJNA905851	SAMN31886425	34584	22157	4563				
GCF_022837055.1	UM_Priviv_1.0	Prionailurus viverrinus	61388						Anna	female	GCF_022837055.1-RS_2023_03	2461545606	19	Chromosome	2022-04-08	JALEAK01	68766634	144906162	191	0.9878637	0.98020965	0.0076541165	0.0022065921	0.009929664	carnivora_odb10	PacBio Sequel	University of Missouri	PRJNA815338	SAMN26586088	30894	20111	3730				
GCF_023091745.1	Takin1.1	Budorcas taxicolor	37181						Tak-1	male	GCF_023091745.1-RS_2023_02	2851638285	27	Chromosome	2022-04-22	JAKGDW01	68053581	109747698	1362	0.9886764	0.9637795	0.024896888	0.002024747	0.009298838	cetartiodactyla_odb10	PacBio Sequel; Illumina NovaSeq	Northwest A&F University	PRJNA776710	SAMN22814979	28399	20434	3024				
GCF_027172205.1	rPodRaf1.pri	Podarcis raffonei	65483						rPodRaf1	female	GCF_027172205.1-RS_2023_02	1513131503	20	Chromosome	2022-12-27	JAPYJY01	61439401	93623253	27	0.98074865	0.95975935	0.020989304	0.0030748663	0.016176471	sauropsida_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA839511	SAMN28455423	26204	20895	706				
GCF_028564815.1	mEubGla1.1.hap2.+ XY	Eubalaena glacialis	27606						mEubGla1	male	GCF_028564815.1-RS_2023_12	2843675187	22	Chromosome	2023-02-09	JAQRBK01	37467374	129620717	788	0.98740155	0.9543307	0.033070866	0.0037495312	0.008848893	cetartiodactyla_odb10	PacBio Sequel II HiFi; Bionano DLS; 3D DNA Hi-C	Vertebrate Genomes Project	PRJNA924128	SAMN32746534	30922	20149	4589				
GCF_009829155.1	mMusErm1.Pri	Mustela erminea	36723						mMusErm1	male	NCBI Mustela erminea Annotation Release 100	2445200799	23	Chromosome	2020-01-03	WNLY01	36329944	130149454	93	0.9844849	0.9648324	0.019652462	0.0023445042	0.013170597	carnivora_odb10	PacBio Sequel; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561931	SAMN12611999	34309	20934	4280				
GCF_035046505.1	rTilSci1.hap2	Tiliqua scincoides	71010						rTilSci1	male	GCF_035046505.1-RS_2024_07	1623332312	16	Chromosome	2024-01-04	JAYFUK01	33113817	242160784	350	0.94425136	0.9290107	0.015240641	0.0077540106	0.04799465	sauropsida_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1014188	SAMN37319749	30291	18882	9971				
GCF_036172605.1	aPelFus1.pri	Pelobates fuscus	191477						aPelFus1	male	GCF_036172605.1-RS_2024_02	3606456729	13	Chromosome	2024-01-26	JAYKPC01	29412599	387735018	159	0.9655367	0.9438795	0.02165725	0.0032015066	0.031261772	tetrapoda_odb10	PacBio Sequel II HiFi; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA1060730	SAMN39244120	49915	20977	9276				
GCF_013377495.2	CAtr_DNAZoo_HiC_assembly	Cygnus atratus	8868					Queensland, Australia	AKBS03	male	GCF_013377495.2-RS_2023_02	1124217020	35	Chromosome	2022-08-03	JABXOC02	28995010	84552148	567	0.9894459	0.9864476	0.0029983209	0.0020388581	0.008515231	aves_odb10	PacBio Sequel; Illumina	The University of Queensland	PRJNA640810	SAMN15332785	18459	15671	201				
GCF_020740795.1	bApuApu2.pri.cur	Apus apus	8895						bApuApu2	female	GCF_020740795.1-RS_2023_02	1100361224	31	Chromosome	2021-11-04	JAJGQY01	25561769	115508478	109	0.9872871	0.9841689	0.0031182538	0.0013192613	0.01139362	aves_odb10	PacBio Sequel I CLR; Bionano Genomics DLS; Arima Genomics Hi-C; 10X Genomics linked reads	Vertebrate Genomes Project	PRJNA776336	SAMN22785356	16724	14765	112				
GCF_028640845.1	ASM2864084v1	Ahaetulla prasina	499056						Xishuangbanna	female	GCF_028640845.1-RS_2023_07	1772420080	18	Chromosome	2023-02-22	JAQQSC01	23873608	231952326	748	0.9342246	0.92085564	0.013368984	0.0060160425	0.05975936	sauropsida_odb10	MGISEQ-2000; Oxford Nanopore PromethION; Illumina HiSeq	Chinese Academy of Sciences	PRJNA926696	SAMN32882022	21369	18292	502				
GCF_013368605.1	bNycGra1.pri	Nyctibius grandis	48427						bNycGra1	female	GCF_013368605.1-RS_2024_09	1256393467	38	Chromosome	2020-06-23	JABXNV01	23231768	92359233	190	0.9908851	0.9834493	0.007435836	0.0029983209	0.0061165746	aves_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA562020	SAMN12622411	17583	15872	282				
GCF_027358695.1	aSpeBom1.2.pri	Spea bombifrons	233779						aSpeBom1	female	GCF_027358695.1-RS_2023_03	987655159	13	Chromosome	2022-12-27	JAPZAL01	21170366	114150385	17	0.9625235	0.9491525	0.013370998	0.0052730697	0.03220339	tetrapoda_odb10	PacBio Sequel II HiFi; Bionano Genomics DLS; Arima Hi-C	Vertebrate Genomes Project	PRJNA838345	SAMN28408467	42958	19086	3065				
GCF_008692025.1	mPhoSin1.pri	Phocoena sinus	42100						mPhoSin1	female	NCBI Phocoena sinus Annotation Release 100	2371524154	22	Chromosome	2019-09-26	VOSU01	20218762	115469292	64	0.9799775	0.96040493	0.019572554	0.005024372	0.014998125	cetartiodactyla_odb10	PacBio Sequel I; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLE-1	Vertebrate Genomes Project	PRJNA557831	SAMN12325353	26497	19069	3152				
GCF_030265055.1	RoL_Dexc_1.0	Doryrhamphus excisus	161450						RoL2022-K1	male	GCF_030265055.1-RS_2023_07	519378276	23	Chromosome	2023-06-30	JASTKU01	18835985	21699758	57	0.9909341	0.9618132	0.02912088	0.0016483517	0.0074175824	actinopterygii_odb10	Pacbio HiFi; Phase Genomics Hi-C	University of Idaho at Moscow	PRJNA851781	SAMN31865074	46324	20644	7143				
GCF_009829145.1	bChiLan1.pri	Chiroxiphia lanceolata	296741						bChiLan1	female	NCBI Chiroxiphia lanceolata Annotation Release 100	1089631598	35	Chromosome	2020-01-03	WNMC01	18496167	75608808	93	0.9864441	0.98127997	0.005164146	0.00267429	0.010881593	passeriformes_odb10	PacBio Sequel I CLR; llumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA561943	SAMN12620979	20299	15873	110				
GCF_021018895.1	ASM2101889v1	Seriola aureovittata	2871759					China	HTS-2021-v1	pooled male and female	GCF_021018895.1-RS_2023_05	647095223	24	Chromosome	2021-12-02	JAIQDC01	17994190	28520646	31	0.9936813	0.9870879	0.0065934067	0.0013736264	0.004945055	actinopterygii_odb10	PacBio Sequel	Yellow Sea Fisheries Research Institute	PRJNA754209	SAMN20750612	27343	22542	256				
GCF_032191515.1	BPBGC_Pcur_1.0	Phaenicophaeus curvirostris	33595						KB17595	female	GCF_032191515.1-RS_2024_11	1315410253	40	Chromosome	2023-09-29	JASZXW01	17162444	70715910	587	0.9804509	0.97109616	0.009354761	0.003717918	0.015831135	aves_odb10	PacBio; HiC	Brood Parasitic Bird Genomes Consortium	PRJNA982538	SAMN35709878	18938	16797	253				
GCF_009764475.1	sPriPec2.1.pri	Pristis pectinata	685728						sPriPec2	female	GCF_009764475.1-RS_2023_02	2267840987	46	Chromosome	2019-12-19	WOXU01	17009522	101699621	172	0.9597496	0.93559927	0.02415027	0.009242695	0.031007752	vertebrata_odb10	PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA562009	SAMN12629505	21162	17434	351				
GCF_024500275.1	UOR_Pequ_1.1	Phycodurus eques	693459						BA_2022a	male	GCF_024500275.1-RS_2023_12	666479602	23	Chromosome	2022-08-03	JAMWDV01	16851628	30018624	1537	0.9758242	0.96593404	0.00989011	0.006043956	0.018131869	actinopterygii_odb10	PacBio Sequel	University of Oregon	PRJNA765699	SAMN28947883	23146	19538	291				
GCF_901933205.1	STF_HiC	Camarhynchus parvulus	87175								NCBI Camarhynchus parvulus Annotation Release 100	1051609828	31	Chromosome	2019-09-06	CABFNF01	16035651	70356807	1345	0.9893951	0.98764294	0.001752121	0.0021209887	0.008483955	passeriformes_odb10		UPPSALA UNIVERISTY	PRJEB32528	SAMEA5603054	16830	15747	194				
GCF_028500815.1	bRisTri1.patW.cur.20221130	Rissa tridactyla	75485						bRisTri1	female	GCF_028500815.1-RS_2023_03	1353621101	32	Chromosome	2023-02-09	JAPUFG01	15653959	88208671	716	0.99016553	0.9829695	0.00719597	0.0017989925	0.0080355005	aves_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA909853	SAMN32104255	19635	16534	218				
GCF_001444195.1	X_couchianus-1.0	Xiphophorus couchianus	32473							female	NCBI Xiphophorus couchianus Annotation Release 101	688524871	24	Chromosome	2018-09-19	LNCC02	15315838	30550352	67	0.9879708	0.98323804	0.004732794	0.0014461316	0.010583054	cyprinodontiformes_odb10	PacBio Sequel V2	McDonnell Genome Institute - Washington University School of Medicine	PRJNA290781	SAMN03922721	28980	22784	294				
GCF_027579695.1	fNeoGra1.pri	Neoarius graeffei	443677						fNeoGra1		GCF_027579695.1-RS_2023_11	2341916362	28	Chromosome	2023-01-09	JAQCNV01	14859289	83992109	38	0.9782967	0.9585165	0.01978022	0.0038461538	0.017857144	actinopterygii_odb10	PacBio Sequel II HiFi; Bionano DLS; Arima Hi-C v2	Vertebrate Genomes Project	PRJNA839496	SAMN28453209	37430	24873	4562				
GCF_032444005.1	aRanImi1.pri	Ranitomeya imitator	111125						aRanImi1	female	GCF_032444005.1-RS_2024_10	5956610564	10	Chromosome	2023-10-16	JAWCTU01	13907627	725832262	1672	0.95310736	0.9305085	0.02259887	0.008286253	0.0386064	tetrapoda_odb10	PacBio Sequel II HiFi; Dovetail OmniC	Vertebrate Genomes Project	PRJNA1013386	SAMN32907850	44421	23747	3036				
GCF_017639655.2	bFalNau1.pat	Falco naumanni	148594						bFalNau1	female	NCBI Falco naumanni Annotation Release 100	1215702009	27	Chromosome	2021-03-30	JAGFVS01	13754753	91761059	290							PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS	Vertebrate Genomes Project	PRJNA702666	SAMN16870685	19775	16079	218				
GCF_900963305.1	fEcheNa1.1	Echeneis naucrates	173247								NCBI Echeneis naucrates Annotation Release 100	544212633	24	Chromosome	2019-04-11	CAAHFO01	12371513	23287306	37	0.99065936	0.9782967	0.012362638	0.0024725276	0.006868132	actinopterygii_odb10		SC	PRJEB31992	SAMEA4966390	27253	21288	333				
GCF_031753505.1	ASM3175350v1	Anomalospiza imberbis	187417						Cuckoo-Finch-1a 21T00152	female	GCF_031753505.1-RS_2024_07	1198243876	41	Chromosome	2023-09-22	JASJUL01	12312023	72455167	1370	0.9862597	0.9817411	0.0045186277	0.0059940983	0.007746219	passeriformes_odb10	PacBio Sequel	Brood Parasitic Bird Genomes Consortium	PRJNA966150	SAMN34535673	25520	16778	349				
